"Att8Act","Att8Diff","EngEst","EngAct","EngDiff","MathsEst","MathsAct","MathsDiff","EbaccEst","EbaccDiff","Att8EstSQRT","EbaccActSQRT"
2.1,-1.46,4,2,-1.99,3.2,2,-1.24,2.9,-0.93,1.89736659610103,1.4142135623731
2.8,-0.98,4.2,3,-1.15,3.4,2,-1.44,3.1,-0.44,1.92353840616713,1.6431676725155
5.8,1.29,4.9,6,1.05,4.3,5,0.71,4,0.53,2.12132034355964,2.12132034355964
0.8,-3.71,4.9,2,-2.94,4.3,2,-2.29,4,-3.97,2.12132034355964,0
2.9,-1.19,4.5,3,-1.52,3.8,2,-1.84,3.5,-1.83,2.02484567313166,1.30384048104053
3.8,-0.15,4.3,5,0.68,3.6,2,-1.64,3.3,0.05,1.97484176581315,1.81659021245849
1.9,-1.14,3.4,3,-0.44,2.5,1,-1.54,2.4,-1.35,1.73205080756888,1
0,-6.81,6.9,0,-6.94,7,0,-7.01,6.7,-6.65,2.60768096208106,0
5.2,-0.1,5.6,6,0.38,5.1,5,-0.11,4.8,-0.82,2.30217288664427,2
4.6,-2.21,6.9,3,-3.94,7,7,-0.01,6.7,-3.32,2.60768096208106,1.81659021245849
3.8,-2.36,6.3,3,-3.34,6.2,5,-1.18,5.8,-2.82,2.46981780704569,1.73205080756888
2.2,-0.55,3.1,3,-0.12,2.3,2,-0.25,2.1,-0.56,1.6431676725155,1.22474487139159
2.5,-1.64,4.5,2,-2.53,3.8,3,-0.83,3.5,-1.99,2.02484567313166,1.22474487139159
2.6,-0.69,3.7,3,-0.7,2.9,3,0.14,2.6,-1.1,1.78885438199983,1.22474487139159
6,-0.43,6.6,6,-0.6,6.6,6,-0.58,6.2,-0.71,2.5298221281347,2.34520787991171
2.7,-0.91,4,3,-0.99,3.2,2,-1.24,2.9,-1.43,1.89736659610103,1.22474487139159
1.7,-1.91,4,3,-0.99,3.2,1,-2.23,2.9,-2.59,1.89736659610103,0.547722557505166
4.2,-0.14,4.7,6,1.29,4.1,3,-1.06,3.7,-0.89,2.07364413533277,1.67332005306815
2.9,-0.09,3.4,4,0.56,2.5,2,-0.55,2.4,-0.35,1.73205080756888,1.4142135623731
5,1.22,4.2,5,0.85,3.4,4,0.56,3.1,0.89,1.92353840616713,2
3.9,-1.62,5.9,6,0.14,5.4,4,-1.44,5.1,-2.14,2.34520787991171,1.73205080756888
3.4,-0.38,4.2,5,0.85,3.4,3,-0.44,3.1,-0.94,1.92353840616713,1.48323969741913
6.7,1.13,5.9,7,1.14,5.4,8,2.56,5.1,0.36,2.34520787991171,2.34520787991171
3.5,-3.31,6.9,5,-1.94,7,4,-3.02,6.7,-4.82,2.60768096208106,1.34164078649987
5.3,-1.97,7.3,8,0.7,7.5,5,-2.46,7.1,-2.96,2.68328157299975,2.04939015319192
6.5,1.47,5.4,7,1.63,4.8,5,0.19,4.5,2.49,2.23606797749979,2.64575131106459
3.5,0.25,3.7,3,-0.7,2.9,5,2.14,2.6,0.4,1.78885438199983,1.73205080756888
3.9,-1.08,5.4,3,-2.37,4.8,4,-0.81,4.5,-1.67,2.23606797749979,1.67332005306815
0.7,-1.11,2.1,1,-1.13,1.2,0,-1.2,1.3,-0.98,1.34164078649987,0.547722557505166
2.5,-1.06,4,2,-1.99,3.2,3,-0.23,2.9,-2.26,1.89736659610103,0.836660026534076
5.8,1.24,4.9,6,1.05,4.3,6,1.72,4,0.7,2.12132034355964,2.16794833886788
4.5,0.41,4.5,5,0.47,3.8,4,0.17,3.5,0.17,2.02484567313166,1.92353840616713
4.8,0.03,5.1,5,-0.13,4.5,5,0.47,4.2,-0.54,2.16794833886788,1.92353840616713
5.5,0.25,5.6,6,0.38,5.1,6,0.89,4.8,0.18,2.30217288664427,2.23606797749979
0,-2.86,3.3,0,-3.3,2.4,0,-2.39,2.2,-2.21,1.70293863659264,0
3.4,-1.9,5.6,5,-0.63,5.1,5,-0.11,4.8,-3.32,2.30217288664427,1.22474487139159
5.2,-0.64,6.1,5,-1.08,5.8,5,-0.8,5.5,-1.46,2.40831891575846,2
4.2,0.96,3.7,4,0.3,2.9,4,1.14,2.6,0.4,1.78885438199983,1.73205080756888
4.2,-1.91,6.3,5,-1.34,6.2,7,0.81,5.8,-3.16,2.46981780704569,1.6431676725155
2.7,-1.44,4.5,3,-1.52,3.8,3,-0.83,3.5,-1.99,2.02484567313166,1.22474487139159
3.3,0.55,3.1,4,0.88,2.3,3,0.75,2.1,-0.06,1.6431676725155,1.4142135623731
5.3,1.16,4.5,5,0.47,3.8,5,1.16,3.5,1.51,2.02484567313166,2.23606797749979
3.3,0.72,2.9,3,0.09,2.1,2,-0.08,1.9,0.59,1.58113883008419,1.58113883008419
6.2,1.22,5.4,6,0.63,4.8,7,2.19,4.5,1.49,2.23606797749979,2.44948974278318
2.8,-0.76,4,3,-0.99,3.2,2,-1.24,2.9,-0.76,1.89736659610103,1.48323969741913
6.9,2.13,5.1,8,2.87,4.5,6,1.47,4.2,1.8,2.16794833886788,2.44948974278318
0.5,-1.62,2.5,0,-2.51,1.6,1,-0.6,1.5,-1.04,1.44913767461894,0.707106781186548
6.8,0.69,6.3,9,2.66,6.2,5,-1.18,5.8,0.18,2.46981780704569,2.44948974278318
3.5,-0.59,4.5,3,-1.52,3.8,5,1.16,3.5,-1.33,2.02484567313166,1.48323969741913
3.4,1.39,2.3,4,1.66,1.4,3,1.64,1.4,0.96,1.4142135623731,1.51657508881031
5.4,-1.08,6.6,6,-0.6,6.6,5,-1.58,6.2,-2.21,2.5298221281347,2
0.4,-2.85,3.7,0,-3.7,2.9,2,-0.86,2.6,-2.6,1.78885438199983,0
7.4,0.97,6.6,8,1.4,6.6,6,-0.58,6.2,0.79,2.5298221281347,2.64575131106459
4.4,0.5,4.3,4,-0.32,3.6,6,2.36,3.3,0.72,1.97484176581315,2
4.2,-1.05,5.6,6,0.38,5.1,3,-2.11,4.8,-2.15,2.30217288664427,1.6431676725155
3.1,-1.62,5.1,3,-2.13,4.5,5,0.47,4.2,-2.7,2.16794833886788,1.22474487139159
2.9,-2.33,5.6,3,-2.63,5.1,5,-0.11,4.8,-2.99,2.30217288664427,1.34164078649987
1,-1.78,3.2,2,-1.2,2.3,0,-2.32,2.1,-1.81,1.67332005306815,0.547722557505166
6,-0.81,6.9,5,-1.94,7,8,0.99,6.7,-2.15,2.60768096208106,2.12132034355964
6.2,-0.61,6.9,6,-0.94,7,7,-0.01,6.7,-0.65,2.60768096208106,2.44948974278318
1.5,-0.86,2.8,2,-0.76,1.9,1,-0.89,1.8,-0.94,1.54919333848297,0.894427190999916
2.5,0.06,2.8,3,0.24,1.9,2,0.11,1.8,-1.1,1.54919333848297,0.836660026534076
6.9,0.47,6.6,6,-0.6,6.6,8,1.42,6.2,0.79,2.5298221281347,2.64575131106459
4,0.05,4.3,4,-0.32,3.6,4,0.36,3.3,0.72,1.97484176581315,2
1.4,-2.74,4.5,2,-2.53,3.8,1,-2.84,3.5,-3.16,2.02484567313166,0.547722557505166
0.2,-2.53,3.1,0,-3.12,2.3,0,-2.25,2.1,-2.06,1.6431676725155,0
3.1,-2.2,5.6,3,-2.63,5.1,4,-1.11,4.8,-2.99,2.30217288664427,1.34164078649987
4.1,-0.67,5.1,4,-1.13,4.5,4,-0.53,4.2,-1.04,2.16794833886788,1.78885438199983
2.1,-1.51,4,3,-0.99,3.2,1,-2.23,2.9,-1.76,1.89736659610103,1.09544511501033
1.4,-2.01,3.9,2,-1.86,3,1,-2.05,2.8,-1.93,1.84390889145858,0.894427190999916
3.3,-1.21,4.9,3,-1.95,4.3,5,0.71,4,-2.47,2.12132034355964,1.22474487139159
7,0.19,6.9,7,0.06,7,7,-0.01,6.7,-0.65,2.60768096208106,2.44948974278318
1.1,-3.46,4.9,2,-2.94,4.3,0,-4.28,4,-3.63,2.12132034355964,0.547722557505166
4.1,-0.04,4.5,4,-0.52,3.8,3,-0.83,3.5,-0.16,2.02484567313166,1.81659021245849
4.5,-0.8,5.6,4,-1.63,5.1,5,-0.11,4.8,-1.15,2.30217288664427,1.92353840616713
3.9,-2.21,6.3,4,-2.34,6.2,4,-2.18,5.8,-2.82,2.46981780704569,1.73205080756888
4.4,0.11,4.7,5,0.29,4.1,4,-0.06,3.7,-0.05,2.07364413533277,1.92353840616713
3,-1.77,5.1,4,-1.13,4.5,3,-1.53,4.2,-2.37,2.16794833886788,1.34164078649987
3.4,-0.38,4.2,3,-1.15,3.4,3,-0.44,3.1,-0.11,1.92353840616713,1.73205080756888
0.6,-2.65,3.7,1,-2.7,2.9,0,-2.86,2.6,-2.6,1.78885438199983,0
3.1,-0.99,4.5,3,-1.52,3.8,3,-0.83,3.5,-1.16,2.02484567313166,1.51657508881031
8.4,3.68,5.1,9,3.87,4.5,8,3.47,4.2,3.8,2.16794833886788,2.82842712474619
6,0.21,6.1,7,0.92,5.8,5,-0.8,5.5,0.04,2.40831891575846,2.34520787991171
2.9,-2.94,6.1,3,-3.08,5.8,4,-1.79,5.5,-3.13,2.40831891575846,1.51657508881031
8,1.52,6.6,9,2.4,6.6,8,1.42,6.2,0.29,2.5298221281347,2.54950975679639
3.8,-1.5,5.6,4,-1.63,5.1,4,-1.11,4.8,-3.15,2.30217288664427,1.30384048104053
8.3,1.03,7.3,9,1.71,7.5,7,-0.47,7.1,1.38,2.68328157299975,2.91547594742265
3,-0.73,4.2,5,0.85,3.4,3,-0.44,3.1,-1.11,1.92353840616713,1.4142135623731
3.7,0.29,3.9,6,2.14,3,3,-0.05,2.8,-0.43,1.84390889145858,1.51657508881031
1.1,-2.63,4.2,3,-1.15,3.4,1,-2.44,3.1,-2.44,1.92353840616713,0.836660026534076
4.1,-1.2,5.6,5,-0.63,5.1,3,-2.11,4.8,-1.15,2.30217288664427,1.92353840616713
5.2,1.79,3.9,5,1.14,3,5,1.96,2.8,2.41,1.84390889145858,2.28035085019828
3.6,-0.74,4.7,4,-0.7,4.1,3,-1.06,3.7,-1.05,2.07364413533277,1.6431676725155
4.6,-0.92,5.9,6,0.14,5.4,5,-0.44,5.1,-1.14,2.34520787991171,2
2,-1.61,4,2,-1.99,3.2,2,-1.24,2.9,-1.76,1.89736659610103,1.09544511501033
1.1,-3.46,4.9,2,-2.94,4.3,1,-3.29,4,-2.8,2.12132034355964,1.09544511501033
4.8,0.08,5.1,5,-0.13,4.5,4,-0.53,4.2,0.8,2.16794833886788,2.23606797749979
3.9,-0.82,5.1,5,-0.13,4.5,4,-0.53,4.2,-0.87,2.16794833886788,1.81659021245849
5.3,0.32,5.4,6,0.63,4.8,5,0.19,4.5,0.99,2.23606797749979,2.34520787991171
3.3,-0.48,4.2,4,-0.15,3.4,3,-0.44,3.1,-1.11,1.92353840616713,1.4142135623731
3.7,0.14,4,4,0.01,3.2,3,-0.23,2.9,0.07,1.89736659610103,1.73205080756888
3.3,-0.43,4.2,3,-1.15,3.4,4,0.56,3.1,-0.61,1.92353840616713,1.58113883008419
3,-0.73,4.2,2,-2.15,3.4,4,0.56,3.1,-1.27,1.92353840616713,1.34164078649987
4.3,-0.68,5.4,4,-1.37,4.8,5,0.19,4.5,-0.84,2.23606797749979,1.92353840616713
3,-0.78,4.2,3,-1.15,3.4,3,-0.44,3.1,-0.77,1.92353840616713,1.51657508881031
2,-2.98,5.4,3,-2.37,4.8,1,-3.81,4.5,-3.01,2.23606797749979,1.22474487139159
3.7,-2.14,6.1,4,-2.08,5.8,4,-1.79,5.5,-2.79,2.40831891575846,1.6431676725155
1.1,-3.41,4.9,3,-1.95,4.3,1,-3.29,4,-3.63,2.12132034355964,0.547722557505166
3.8,-0.92,5.1,5,-0.13,4.5,3,-1.53,4.2,-2.2,2.16794833886788,1.4142135623731
4.2,0.06,4.5,4,-0.52,3.8,5,1.16,3.5,0.17,2.02484567313166,1.92353840616713
3.3,-1.47,5.1,3,-2.13,4.5,3,-1.53,4.2,-2.04,2.16794833886788,1.48323969741913
0.7,-4.28,5.4,1,-4.36,4.8,2,-2.81,4.5,-4.51,2.23606797749979,0
2.1,-1.14,3.7,3,-0.7,2.9,2,-0.86,2.6,-2.6,1.78885438199983,0
3.5,-0.23,4.2,5,0.85,3.4,4,0.56,3.1,-0.11,1.92353840616713,1.73205080756888
5,-0.25,5.6,6,0.38,5.1,5,-0.11,4.8,-0.82,2.30217288664427,2
2.6,-2.12,5.1,3,-2.13,4.5,4,-0.53,4.2,-1.54,2.16794833886788,1.6431676725155
1.5,-2.43,4.3,2,-2.32,3.6,2,-1.64,3.3,-2.95,1.97484176581315,0.547722557505166
3.4,-1.32,5.1,4,-1.13,4.5,4,-0.53,4.2,-1.2,2.16794833886788,1.73205080756888
2.1,-1.31,3.9,2,-1.86,3,2,-1.04,2.8,-1.26,1.84390889145858,1.22474487139159
2.2,-3.05,5.6,1,-4.63,5.1,3,-2.11,4.8,-4.15,2.30217288664427,0.836660026534076
3.7,-1.02,5.1,4,-1.13,4.5,4,-0.53,4.2,-1.2,2.16794833886788,1.73205080756888
5.5,-0.34,6.1,6,-0.08,5.8,5,-0.8,5.5,-2.13,2.40831891575846,1.81659021245849
3.4,-1.32,5.1,4,-1.13,4.5,4,-0.53,4.2,-0.87,2.16794833886788,1.81659021245849
3.3,-0.16,3.9,3,-0.86,3,4,0.95,2.8,-0.59,1.84390889145858,1.48323969741913
3.1,-0.51,4,4,0.01,3.2,3,-0.23,2.9,-0.76,1.89736659610103,1.48323969741913
1.7,-1.6,3.7,1,-2.7,2.9,2,-0.86,2.6,-1.93,1.78885438199983,0.836660026534076
2.4,-2.11,4.9,2,-2.94,4.3,3,-1.28,4,-1.97,2.12132034355964,1.4142135623731
2.1,-0.81,3.3,3,-0.3,2.4,2,-0.4,2.2,-1.05,1.70293863659264,1.09544511501033
5.2,-0.59,6.1,6,-0.08,5.8,5,-0.8,5.5,-0.96,2.40831891575846,2.12132034355964
1.9,-1.35,3.7,2,-1.7,2.9,2,-0.86,2.6,-0.6,1.78885438199983,1.4142135623731
5.7,0.98,5.1,7,1.87,4.5,5,0.47,4.2,-0.2,2.16794833886788,2
4.2,-0.57,5.1,5,-0.13,4.5,4,-0.53,4.2,-0.87,2.16794833886788,1.81659021245849
2.9,-3.53,6.6,2,-4.6,6.6,5,-1.58,6.2,-3.38,2.5298221281347,1.67332005306815
4.4,0.79,4,5,1.01,3.2,3,-0.23,2.9,0.41,1.89736659610103,1.81659021245849
3.1,-0.63,4.2,4,-0.15,3.4,4,0.56,3.1,-1.27,1.92353840616713,1.34164078649987
6.4,0.24,6.3,6,-0.34,6.2,8,1.82,5.8,-0.32,2.46981780704569,2.34520787991171
4.1,-2.06,6.3,4,-2.34,6.2,6,-0.19,5.8,-3.49,2.46981780704569,1.51657508881031
6.3,0.19,6.3,5,-1.34,6.2,9,2.82,5.8,-0.66,2.46981780704569,2.28035085019828
5.9,4.04,2.1,6,3.87,1.2,6,4.8,1.3,4.68,1.34164078649987,2.44948974278318
0.2,-2.19,2.8,0,-2.76,1.9,1,-0.89,1.8,-1.77,1.54919333848297,0
6.2,1.64,4.9,8,3.06,4.3,4,-0.28,4,2.53,2.12132034355964,2.54950975679639
6.5,-0.31,6.9,6,-0.94,7,9,1.99,6.7,-2.49,2.60768096208106,2.04939015319192
4.3,0.69,4,6,2.02,3.2,4,0.76,2.9,-0.26,1.89736659610103,1.6431676725155
7.2,0.77,6.6,7,0.4,6.6,8,1.42,6.2,0.29,2.5298221281347,2.54950975679639
2.6,-2.38,5.4,4,-1.37,4.8,3,-1.81,4.5,-3.51,2.23606797749979,1
3.4,0.57,3.2,4,0.81,2.3,3,0.68,2.1,0.69,1.67332005306815,1.67332005306815
3.3,-0.26,4,3,-0.99,3.2,3,-0.23,2.9,-0.59,1.89736659610103,1.51657508881031
2.9,-2.08,5.4,3,-2.37,4.8,3,-1.81,4.5,-2.67,2.23606797749979,1.34164078649987
4.3,-0.95,5.6,4,-1.63,5.1,5,-0.11,4.8,-1.99,2.30217288664427,1.67332005306815
6,-0.08,6.3,5,-1.34,6.2,6,-0.19,5.8,0.43,2.46981780704569,2.50998007960223
6.2,-0.23,6.6,6,-0.6,6.6,7,0.42,6.2,-0.71,2.5298221281347,2.34520787991171
5.8,-0.04,6.1,5,-1.08,5.8,6,0.2,5.5,-1.63,2.40831891575846,1.94935886896179
3.5,-0.45,4.3,4,-0.32,3.6,2,-1.64,3.3,-0.28,1.97484176581315,1.73205080756888
4.8,-0.23,5.4,4,-1.37,4.8,5,0.19,4.5,-1.17,2.23606797749979,1.81659021245849
5.5,-0.98,6.6,5,-1.6,6.6,6,-0.58,6.2,-2.88,2.5298221281347,1.81659021245849
3.7,-0.2,4.3,4,-0.32,3.6,5,1.36,3.3,-0.28,1.97484176581315,1.73205080756888
5.8,1.66,4.5,4,-0.52,3.8,6,2.16,3.5,2.01,2.02484567313166,2.34520787991171
2,-2.07,4.5,2,-2.53,3.8,3,-0.83,3.5,-2.33,2.02484567313166,1.09544511501033
4.5,-0.01,4.9,5,0.05,4.3,6,1.72,4,-0.63,2.12132034355964,1.81659021245849
4,-0.34,4.7,3,-1.71,4.1,4,-0.06,3.7,0.11,2.07364413533277,1.94935886896179
6.8,0.64,6.3,9,2.66,6.2,6,-0.19,5.8,-1.32,2.46981780704569,2.12132034355964
1.7,-1.16,3.3,2,-1.3,2.4,1,-1.39,2.2,-0.88,1.70293863659264,1.14017542509914
3.9,-1.35,5.6,4,-1.63,5.1,4,-1.11,4.8,-1.99,2.30217288664427,1.67332005306815
2.4,-1.91,4.7,4,-0.7,4.1,3,-1.06,3.7,-2.39,2.07364413533277,1.14017542509914
3.8,-0.76,4.9,5,0.05,4.3,3,-1.28,4,-1.3,2.12132034355964,1.6431676725155
6.1,1.07,5.4,6,0.63,4.8,7,2.19,4.5,1.49,2.23606797749979,2.44948974278318
4.2,-0.78,5.4,6,0.63,4.8,4,-0.81,4.5,-1.17,2.23606797749979,1.81659021245849
5.8,0.5,5.6,5,-0.63,5.1,5,-0.11,4.8,0.18,2.30217288664427,2.23606797749979
7.7,3.14,4.9,8,3.06,4.3,7,2.71,4,3.03,2.12132034355964,2.64575131106459
6.5,-0.72,7.3,6,-1.29,7.5,7,-0.47,7.1,-1.62,2.68328157299975,2.34520787991171
4.7,-1.73,6.6,5,-1.6,6.6,6,-0.58,6.2,-2.88,2.5298221281347,1.81659021245849
0.2,-3.89,4.5,0.5,-4.03,3.8,0,-3.84,3.5,-3.16,2.02484567313166,0.547722557505166
3.1,-2.15,5.6,4,-1.63,5.1,4,-1.11,4.8,-3.15,2.30217288664427,1.30384048104053
1.1,-3.93,5.4,1,-4.36,4.8,2,-2.81,4.5,-4.01,2.23606797749979,0.707106781186548
0.8,-2.33,3.6,2,-1.59,2.7,0,-2.71,2.5,-2.48,1.7606816861659,0
4.2,-1.37,5.9,6,0.14,5.4,4,-1.44,5.1,-2.47,2.34520787991171,1.6431676725155
1.4,-1.11,2.9,2,-0.92,2.1,1,-1.08,1.9,-1.41,1.58113883008419,0.707106781186548
8.1,1.67,6.6,9,2.4,6.6,8,1.42,6.2,0.79,2.5298221281347,2.64575131106459
3.6,-0.35,4.3,3,-1.32,3.6,4,0.36,3.3,0.38,1.97484176581315,1.92353840616713
4.8,-2.06,6.9,3,-3.94,7,7,-0.01,6.7,-1.65,2.60768096208106,2.23606797749979
2.6,-0.98,4,3,-0.99,3.2,2,-1.24,2.9,-0.59,1.89736659610103,1.51657508881031
6.1,-0.71,6.9,7,0.06,7,8,0.99,6.7,-1.15,2.60768096208106,2.34520787991171
4.2,-2.66,6.9,7,0.06,7,5,-2.02,6.7,-3.65,2.60768096208106,1.73205080756888
6.4,0.56,6.1,7,0.92,5.8,6,0.2,5.5,0.04,2.40831891575846,2.34520787991171
2.3,-0.23,2.9,3,0.09,2.1,2,-0.08,1.9,-1.24,1.58113883008419,0.836660026534076
4,2.14,2.1,3,0.87,1.2,4,2.81,1.3,3.85,1.34164078649987,2.28035085019828
1.7,-0.88,3,3,0.02,2.1,0,-2.12,1.9,-1.11,1.61245154965971,0.894427190999916
4.4,0.66,4.2,5,0.83,3.4,4,0.56,3.3,0.69,1.92353840616713,2
4.1,-0.44,4.9,5,0.1,4.3,4,-0.31,4.2,-1.21,2.12132034355964,1.73205080756888
3.4,-2.66,6.2,8,1.76,6.1,4,-2.13,6,-5.04,2.46981780704569,1
0.2,-1.84,2.5,0,-2.46,1.5,0,-1.5,1.7,-1.66,1.4142135623731,0
2.2,-2.31,4.9,2,-2.89,4.3,4,-0.31,4.2,-3.21,2.12132034355964,1
2.4,-0.39,3.3,3,-0.29,2.4,2,-0.4,2.4,-0.06,1.67332005306815,1.51657508881031
2.7,-0.55,3.7,2,-1.73,2.9,4,1.09,2.8,-0.18,1.78885438199983,1.6431676725155
2.7,-2.53,5.6,3,-2.58,5.1,3,-2.13,5.1,-2.4,2.28035085019828,1.6431676725155
4,-0.73,5.1,5,-0.13,4.6,4,-0.57,4.5,-1.16,2.16794833886788,1.81659021245849
4.3,0.56,4.2,4,-0.17,3.4,4,0.56,3.3,0.02,1.92353840616713,1.81659021245849
3.3,-1.67,5.3,3,-2.34,4.8,4,-0.83,4.8,-0.76,2.23606797749979,2
4.3,-2.14,6.5,4,-2.49,6.5,5,-1.51,6.4,-2.41,2.5298221281347,2
6.2,0.7,5.8,6,0.2,5.4,7,1.56,5.4,0.95,2.34520787991171,2.50998007960223
5.9,1.17,5.1,8,2.88,4.6,5,0.43,4.5,1.18,2.16794833886788,2.38746727726266
4.9,-0.07,5.3,4,-1.34,4.8,5,0.17,4.8,-1.1,2.23606797749979,1.92353840616713
7,-0.7,7.6,8,0.38,7.9,7,-0.88,7.9,-1.87,2.77488738510232,2.44948974278318
0.9,-1.98,3.4,3,-0.38,2.5,1,-1.48,2.5,-2.48,1.70293863659264,0
1.8,-1.94,4.2,2,-2.16,3.4,1,-2.43,3.3,-1.31,1.92353840616713,1.4142135623731
1,-1.5,2.9,2,-0.93,2.1,1,-1.09,2.1,-1.77,1.58113883008419,0.547722557505166
1.7,-3.7,6.2,2,-4.24,6.1,3,-3.13,6,-5.37,2.46981780704569,0.836660026534076
2.3,-0.58,3.4,3,-0.38,2.5,2,-0.47,2.5,-1.81,1.70293863659264,0.836660026534076
0,-3.62,4.7,0,-4.71,4.1,0,-4.08,4,-3.97,2.07364413533277,0
0.2,-3.66,4.9,0,-4.89,4.3,0,-4.32,4.2,-4.21,2.12132034355964,0
3.6,-1.9,5.8,3,-2.8,5.4,3,-2.44,5.4,-1.72,2.34520787991171,1.92353840616713
1.8,-2.29,4.5,2,-2.53,3.9,1,-2.89,3.8,-2.42,2.02484567313166,1.14017542509914
0.4,-1.36,2.1,1,-1.13,1.1,0,-1.14,1.5,-1.49,1.30384048104053,0
4.4,-1.1,5.8,3,-2.8,5.4,7,1.56,5.4,-0.72,2.34520787991171,2.16794833886788
0.9,-3.19,4.5,0,-4.53,3.9,3,-0.89,3.8,-3.42,2.02484567313166,0.547722557505166
4.5,0.58,4.3,6,1.67,3.6,3,-0.64,3.5,0.82,1.97484176581315,2.07364413533277
1.7,-1.86,4,2,-2.01,3.3,1,-2.25,3.1,-2.15,1.87082869338697,1
4.2,-1.08,5.6,5,-0.57,5.1,4,-1.13,5.1,-1.73,2.28035085019828,1.81659021245849
6.8,1.52,5.6,6,0.43,5.1,8,2.87,5.1,2.6,2.28035085019828,2.77488738510232
4.2,-1.03,5.6,4,-1.58,5.1,6,0.87,5.1,0.27,2.28035085019828,2.30217288664427
3.2,-1.29,4.9,3,-1.89,4.3,4,-0.31,4.2,-1.21,2.12132034355964,1.73205080756888
3.3,-1.67,5.3,5,-0.34,4.8,4,-0.83,4.8,-3.76,2.23606797749979,1
2.8,-2.96,6,3,-3.01,5.8,3,-2.77,5.7,-3.36,2.40831891575846,1.51657508881031
4.8,-1.59,6.5,4,-2.49,6.5,6,-0.51,6.4,-1.41,2.5298221281347,2.23606797749979
4,0.08,4.3,4,-0.33,3.6,3,-0.64,3.5,-0.52,1.97484176581315,1.73205080756888
4.5,0.76,4.2,5,0.83,3.4,4,0.56,3.3,0.02,1.92353840616713,1.81659021245849
5,-0.55,5.8,5,-0.8,5.4,4,-1.44,5.4,-1.72,2.34520787991171,1.92353840616713
3.4,-1.83,5.6,3,-2.58,5.1,4,-1.13,5.1,-1.73,2.28035085019828,1.81659021245849
4.7,-1.36,6.2,4,-2.23,6.1,6,-0.13,6,-1.7,2.46981780704569,2.07364413533277
4.2,-2.19,6.5,3,-3.49,6.5,5,-1.51,6.4,-2.75,2.5298221281347,1.92353840616713
2.6,0.1,2.9,3,0.07,2.1,2,-0.09,2.1,0.23,1.58113883008419,1.51657508881031
1.9,-2.19,4.5,4,-0.53,3.9,2,-1.89,3.8,-2.42,2.02484567313166,1.14017542509914
4.3,0.43,4.3,4,-0.33,3.6,4,0.36,3.5,0.48,1.97484176581315,2
5.5,-0.26,6,7,1,5.8,5,-0.76,5.7,-1.02,2.40831891575846,2.16794833886788
3.6,0.35,3.7,3,-0.73,2.9,5,2.09,2.8,0.15,1.78885438199983,1.73205080756888
5.6,1.11,4.9,5,0.1,4.3,4,-0.31,4.2,0.12,2.12132034355964,2.07364413533277
4.1,0.01,4.5,5,0.47,3.9,4,0.1,3.8,-0.76,2.02484567313166,1.73205080756888
4.4,-0.57,5.3,7,1.66,4.8,3,-1.84,4.8,-3.1,2.23606797749979,1.30384048104053
2.4,-1.18,4,2,-2.01,3.3,2,-1.25,3.1,-1.82,1.87082869338697,1.14017542509914
5.8,-0.64,6.5,6,-0.49,6.5,7,0.49,6.4,-1.41,2.5298221281347,2.23606797749979
6.8,-0.4,7.2,7,-0.18,7.4,6,-1.38,7.3,-0.67,2.68328157299975,2.58843582110896
2.7,-1.39,4.5,3,-1.53,3.9,3,-0.89,3.8,-1.76,2.02484567313166,1.4142135623731
2.9,-0.84,4.2,2,-2.16,3.4,3,-0.44,3.3,-2.64,1.92353840616713,0.836660026534076
2.1,-2.87,5.3,3,-2.34,4.8,2,-2.84,4.8,-4.43,2.23606797749979,0.547722557505166
4.7,-2.11,6.8,3,-3.8,6.9,6,-0.92,6.8,-1.84,2.60768096208106,2.23606797749979
1.6,-1.13,3.2,3,-0.17,2.3,1,-1.3,2.3,-1.99,1.6431676725155,0.547722557505166
3,-1.73,5.1,3,-2.13,4.6,3,-1.58,4.5,-1.82,2.16794833886788,1.6431676725155
2.2,-3.3,5.8,2,-3.8,5.4,3,-2.44,5.4,-4.72,2.34520787991171,0.836660026534076
6,1.51,4.9,7,2.11,4.3,5,0.69,4.2,0.79,2.12132034355964,2.23606797749979
4.5,0.01,4.9,6,1.11,4.3,4,-0.31,4.2,0.12,2.12132034355964,2.07364413533277
4.3,-1.25,5.8,5,-0.8,5.4,5,-0.44,5.4,-2.38,2.34520787991171,1.73205080756888
5.8,0.78,5.3,7,1.66,4.8,5,0.17,4.8,0.57,2.23606797749979,2.30217288664427
7,0.24,6.8,6,-0.8,6.9,8,1.09,6.8,0.83,2.60768096208106,2.77488738510232
6.9,1.14,6,7,1,5.8,7,1.24,5.7,1.31,2.40831891575846,2.64575131106459
4.2,0.67,4,5,0.99,3.3,2,-1.25,3.1,0.18,1.87082869338697,1.81659021245849
5.6,1.46,4.5,6,1.47,3.9,5,1.11,3.8,0.91,2.02484567313166,2.16794833886788
2.6,-1.68,4.7,3,-1.71,4.1,2,-2.08,4,-1.3,2.07364413533277,1.6431676725155
4.8,3.02,2.1,5,2.87,1.1,4,2.86,1.5,2.51,1.30384048104053,2
3.7,-0.39,4.5,4,-0.53,3.9,4,0.1,3.8,-0.42,2.02484567313166,1.81659021245849
6.3,1.52,5.1,8,2.88,4.6,6,1.42,4.5,0.84,2.16794833886788,2.30217288664427
